acceptance ratio,link utilization,node utilization,profitability,revenue cost ratio,time periods,total utilization
1.0,0.10467289719626169,0.061875,0.6851289833080425,0.6851289833080425,0,0.09482014388489209
1.0,0.18060747663551402,0.113125,0.6753105251688821,0.6753105251688821,50,0.16507194244604317
1.0,0.26612149532710283,0.1565625,0.6602956547707929,0.6602956547707929,100,0.24089928057553958
1.0,0.3492990654205608,0.20625,0.6645821489482661,0.6645821489482661,150,0.31636690647482013
0.95,0.41074766355140185,0.25,0.623580365736285,0.6564003849855631,200,0.3737410071942446
0.9166666666666666,0.42313084112149535,0.26875,0.6058127615956265,0.6608866490134108,250,0.38758992805755393
0.9285714285714286,0.5023364485981309,0.3084375,0.6032042430328899,0.6496045694200352,300,0.4576978417266187
0.9375,0.5766355140186916,0.34625,0.6014497911921033,0.6415464439382434,350,0.5235971223021583
0.8918918918918919,0.5969626168224299,0.3628125,0.5705411897338782,0.639697697580409,400,0.5430575539568345
0.8780487804878049,0.611214953271028,0.3821875,0.5641731877371352,0.6425305749228484,450,0.5584892086330935
0.8444444444444444,0.6114485981308411,0.388125,0.546304534164211,0.6469395799313025,500,0.5600359712230216
0.8,0.5978971962616823,0.3775,0.5173689062415271,0.6467111328019088,550,0.547158273381295
0.7962962962962963,0.6189252336448599,0.3990625,0.5165761859369309,0.6487235823394015,600,0.5683093525179856
0.7586206896551724,0.5231308411214953,0.345,0.49024072869225765,0.6462264150943396,650,0.4821223021582734
0.7540983606557377,0.44485981308411215,0.305,0.4879459980713597,0.6470588235294118,700,0.4126618705035971
0.7272727272727273,0.40420560747663553,0.29875,0.47308338340226036,0.650489652178108,750,0.3799280575539568
0.7428571428571429,0.3964953271028037,0.2978125,0.48779675135360273,0.6566494729760036,800,0.3737769784172662
0.7297297297297297,0.39299065420560747,0.3009375,0.48141073364804104,0.6597110053695378,850,0.3717985611510791
0.7402597402597403,0.4182242990654206,0.3125,0.49077705789115184,0.6629795343441875,900,0.39388489208633093
0.7317073170731707,0.4207943925233645,0.33,0.4867695129346684,0.6652516676773802,950,0.39989208633093526
0.735632183908046,0.4635514018691589,0.369375,0.4912160770548771,0.6677468547464736,1000,0.4418705035971223
0.7472527472527473,0.44649532710280376,0.376875,0.502462577561538,0.6724131552661758,1050,0.43046762589928056
0.7473684210526316,0.4245327102803738,0.3546875,0.49864506722592505,0.6672011462882096,1100,0.40845323741007195
0.75,0.42102803738317757,0.3465625,0.5027065714567771,0.6702754286090362,1150,0.40388489208633094
0.7428571428571429,0.4481308411214953,0.350625,0.4950684297638328,0.6664382708359288,1200,0.4256834532374101
0.7522935779816514,0.4292056074766355,0.3740625,0.5029875152432755,0.6686053556282564,1250,0.4165107913669065
0.7610619469026548,0.3857476635514019,0.3509375,0.509775270032971,0.6698209943456479,1300,0.3777338129496403
0.7435897435897436,0.3880841121495327,0.3496875,0.49874630390012986,0.6707277880036229,1350,0.3792446043165468
0.7520661157024794,0.41682242990654206,0.3390625,0.5043859256407273,0.6706670000277801,1400,0.3989208633093525
0.7619047619047619,0.461214953271028,0.36375,0.5090936140142076,0.6681853683936475,1450,0.4387769784172662
0.7538461538461538,0.4628504672897196,0.3703125,0.5046392109601185,0.6694193614777083,1500,0.44154676258992803
0.7388059701492538,0.452803738317757,0.3515625,0.49431133854827325,0.6690678723784709,1550,0.42949640287769786
0.7372262773722628,0.44485981308411215,0.360625,0.49429937768937116,0.6704852944895431,1600,0.42546762589928055
0.7253521126760564,0.4436915887850467,0.3490625,0.4857070166377329,0.6696154986656123,1650,0.4219064748201439
0.7241379310344828,0.463785046728972,0.3528125,0.48314281580089713,0.6671972218202865,1700,0.43823741007194245
0.7266666666666667,0.4717289719626168,0.3525,0.4856087261935769,0.668268889257216,1750,0.44428057553956835
0.7161290322580646,0.47102803738317756,0.356875,0.47934375812670316,0.6693538964832341,1800,0.4447482014388489
0.7169811320754716,0.5051401869158878,0.3684375,0.47953773906993824,0.6688289518607033,1850,0.4736690647482014
0.7134146341463414,0.47546728971962615,0.3559375,0.47926284585306433,0.6717872369222441,1900,0.4479496402877698
0.7041420118343196,0.47313084112149534,0.34375,0.47314236534884313,0.6719416785206259,1950,0.4433453237410072
0.7034883720930233,0.4373831775700935,0.331875,0.4738000389647677,0.6735008818342152,2000,0.4130935251798561
0.7062146892655368,0.44088785046728973,0.3628125,0.4768837447430174,0.6752673825561126,2050,0.4229136690647482
0.7111111111111111,0.4380841121495327,0.3609375,0.4796703767817706,0.6745364673493649,2100,0.4203237410071942
0.7081081081081081,0.44906542056074766,0.365625,0.47808406413057575,0.6751568844592101,2150,0.42985611510791366
0.7021276595744681,0.38177570093457946,0.3228125,0.4737325898430866,0.6747100522007596,2200,0.36820143884892087
0.7068062827225131,0.38644859813084115,0.345625,0.4778690087255895,0.676096153085834,2250,0.3770503597122302
0.7040816326530612,0.4177570093457944,0.368125,0.47640265564513373,0.6766298587423638,2300,0.4063309352517986
0.7085427135678392,0.4070093457943925,0.375625,0.48051728284517414,0.6781768743701394,2350,0.3997841726618705
0.7128712871287128,0.41985981308411213,0.3771875,0.4835093797795157,0.6782562133018206,2400,0.4100359712230216
0.714975845410628,0.5112149532710281,0.4253125,0.4823752760667408,0.6746735280122659,2450,0.4914388489208633
0.7203791469194313,0.5217289719626168,0.4340625,0.48534293240996196,0.6737326232796182,2500,0.501546762589928
0.7175925925925926,0.513785046728972,0.428125,0.48357376644073263,0.6738834422657952,2550,0.49406474820143886
0.7168949771689498,0.5336448598130841,0.4321875,0.4822808935875158,0.6727357687622035,2600,0.5102877697841727
0.7098214285714286,0.4740654205607477,0.3790625,0.4771228564120215,0.6721730807314014,2650,0.45219424460431656
0.7048458149779736,0.4827102803738318,0.385625,0.47382234738069673,0.6722354553463634,2700,0.4603597122302158
0.7012987012987013,0.5093457943925234,0.3796875,0.4690631994905009,0.6688493770512698,2750,0.47949640287769785
0.6991525423728814,0.4939252336448598,0.368125,0.4674911164544111,0.668653960504491,2800,0.4649640287769784
0.6903765690376569,0.44322429906542055,0.3271875,0.4616230271265314,0.668653960504491,2850,0.4165107913669065
0.6900826446280992,0.44789719626168223,0.310625,0.46087388900435233,0.6678531804733728,2900,0.41629496402877697
0.689795918367347,0.4156542056074766,0.305,0.46121925421666704,0.6686314632135113,2950,0.3901798561151079
0.6935483870967742,0.3647196261682243,0.271875,0.46437514594143586,0.6695641639155586,3000,0.3433453237410072
0.6932270916334662,0.32873831775700935,0.2665625,0.4641922985193671,0.6696107294733399,3050,0.3144244604316547
0.6941176470588235,0.3703271028037383,0.2896875,0.4652225587021048,0.6702358896555748,3100,0.35176258992805753
0.6976744186046512,0.3766355140186916,0.2925,0.4679789035278837,0.6707697617232999,3150,0.35726618705035973
0.7011494252873564,0.42827102803738315,0.32125,0.470577412089421,0.6711513910127808,3200,0.40363309352517984
0.696969696969697,0.422196261682243,0.3146875,0.4670659942478314,0.670138165659932,3250,0.3974460431654676
0.6966292134831461,0.43434579439252335,0.334375,0.4675337372737884,0.671137138989793,3300,0.41133093525179854
0.6962962962962963,0.44322429906542055,0.345625,0.4679153235457374,0.6720060497731335,3350,0.4207553956834532
0.6934306569343066,0.4460280373831776,0.33625,0.46606781398690866,0.6721188475390156,3400,0.4207553956834532
0.6881720430107527,0.3955607476635514,0.3109375,0.4625671076986518,0.6721678283746033,3450,0.37607913669064746
0.6843971631205674,0.40397196261682244,0.304375,0.4597697313070346,0.6717878975574287,3500,0.3810431654676259
0.6842105263157895,0.39485981308411217,0.304375,0.45887499075034593,0.6706634480197363,3550,0.37402877697841724
0.6875,0.43621495327102805,0.2865625,0.4582681517298443,0.6665718570615917,3600,0.4017625899280576
0.6815068493150684,0.4161214953271028,0.2853125,0.45462820567909,0.6670926435090165,3650,0.38600719424460433
0.6790540540540541,0.34766355140186916,0.2503125,0.4535695034776224,0.6679431493998818,3700,0.3252517985611511
0.6843853820598007,0.39626168224299063,0.2578125,0.4557228810557489,0.6658863456202933,3750,0.3643884892086331
0.6862745098039216,0.3964953271028037,0.2528125,0.4561931262333945,0.6647385553686606,3800,0.36341726618705034
0.6870967741935484,0.42733644859813086,0.266875,0.45734018721482383,0.6656124790450487,3850,0.3903956834532374
0.6900958466453674,0.44088785046728973,0.2865625,0.460023075767326,0.6666075125702455,3900,0.40535971223021583
