time periods,acceptance ratio,revenue cost ratio,node utilization,total utilization,link utilization,profitability
0,1.0,0.6482412060301508,0.061875,0.10021582733812949,0.11168224299065421,0.6482412060301508
50,1.0,0.6665949666594967,0.113125,0.16723021582733813,0.18341121495327103,0.6665949666594967
100,1.0,0.6738799146601646,0.1565625,0.2360431654676259,0.25981308411214954,0.6738799146601646
150,1.0,0.6563728242560359,0.20625,0.32032374100719424,0.3544392523364486,0.6563728242560359
200,1.0,0.6219806763285024,0.271875,0.44676258992805756,0.49906542056074765,0.6219806763285024
250,1.0,0.6019593849347953,0.311875,0.5226978417266187,0.5857476635514018,0.6019593849347953
300,1.0,0.5632065775950668,0.3515625,0.633273381294964,0.7175233644859813,0.5632065775950668
350,0.96875,0.5503048780487805,0.3746875,0.6878776978417266,0.7815420560747663,0.5331078506097561
400,0.9459459459459459,0.5500178475816527,0.38125,0.6669064748201439,0.7523364485981309,0.5202871531177796
450,0.926829268292683,0.5533878657976466,0.400625,0.6830575539568345,0.7675233644859814,0.5128960707392823
500,0.8888888888888888,0.5569374271278663,0.4065625,0.6871223021582734,0.7710280373831776,0.49505549078032557
550,0.86,0.5506588462156516,0.4034375,0.7106834532374101,0.802570093457944,0.4735666077454604
600,0.8333333333333334,0.5521649647747962,0.413125,0.7202877697841726,0.8121495327102803,0.46013747064566346
650,0.8275862068965517,0.5417736162828531,0.3825,0.6806834532374101,0.7698598130841121,0.4483643720961543
700,0.8360655737704918,0.5375162787591411,0.364375,0.6560071942446043,0.7432242990654205,0.44939885601174095
750,0.8333333333333334,0.5397047397047398,0.3978125,0.6860071942446043,0.772196261682243,0.44975394975394983
800,0.8285714285714286,0.5388103335123202,0.380625,0.6752158273381295,0.7633177570093458,0.44644284776735105
850,0.8108108108108109,0.535525441359184,0.3728125,0.663705035971223,0.7507009345794392,0.4342098173182573
900,0.8051948051948052,0.5369220346638063,0.37125,0.6588489208633094,0.7448598130841122,0.43232683310592196
950,0.7926829268292683,0.5387765265749938,0.38875,0.6671942446043165,0.7504672897196262,0.4270789539923731
1000,0.7586206896551724,0.5395639997803525,0.3896875,0.6656115107913669,0.7481308411214953,0.4093244136264743
1050,0.7692307692307693,0.5361328125,0.4134375,0.699136690647482,0.7845794392523364,0.4124098557692308
1100,0.7578947368421053,0.5305734237729332,0.3696875,0.6660431654676259,0.7546728971962616,0.40211880538580197
1150,0.76,0.5308091161220306,0.3440625,0.631546762589928,0.7175233644859813,0.4034149282527433
1200,0.7523809523809524,0.5284901591962197,0.348125,0.651726618705036,0.7425233644859813,0.3976259293000129
1250,0.7614678899082569,0.5318843505372003,0.3715625,0.6051438848920864,0.675,0.4050128540787855
1300,0.7699115044247787,0.5356768100734522,0.3259375,0.48546762589928055,0.5331775700934579,0.4124237387291181
1350,0.7777777777777778,0.5375984820360517,0.3546875,0.5584532374100719,0.619392523364486,0.4181321526947068
1400,0.7851239669421488,0.5390260305403909,0.3578125,0.5789568345323741,0.6450934579439253,0.42320225538295153
1450,0.7936507936507936,0.539809395167342,0.39,0.632589928057554,0.7051401869158879,0.4284201548947159
1500,0.7923076923076923,0.5355196171904514,0.401875,0.652410071942446,0.7273364485981308,0.4242963120816653
1550,0.7761194029850746,0.5356471956346721,0.383125,0.6385611510791367,0.7149532710280374,0.4157261816866112
1600,0.781021897810219,0.5341884798553899,0.39375,0.643705035971223,0.7184579439252337,0.41721290032501257
1650,0.7676056338028169,0.5309069413950346,0.383125,0.6637410071942446,0.7476635514018691,0.4075271592398505
1700,0.7655172413793103,0.5316289577726835,0.386875,0.6743165467625899,0.7602803738317757,0.4069711331915025
1750,0.7666666666666667,0.5320261437908497,0.3865625,0.6846762589928057,0.7738317757009345,0.40788671023965145
1800,0.7483870967741936,0.5325160347487213,0.38125,0.675,0.7628504672897196,0.39852812923130115
1850,0.7547169811320755,0.5321202828712686,0.358125,0.6407194244604316,0.7252336448598131,0.4016002134877499
1900,0.7560975609756098,0.5311646123019005,0.378125,0.6762589928057554,0.7654205607476635,0.40161226783802234
1950,0.7455621301775148,0.5318666806728994,0.3659375,0.6502517985611511,0.7352803738317757,0.39653965541293096
2000,0.75,0.5323348615062576,0.366875,0.6373381294964029,0.7182242990654205,0.39925114612969326
2050,0.751412429378531,0.534787769992472,0.3978125,0.6509352517985612,0.7266355140186916,0.4018461774519705
2100,0.7555555555555555,0.5298368721955856,0.4140625,0.7023381294964028,0.7885514018691588,0.4003211923255536
2150,0.7513513513513513,0.5315543032362325,0.41875,0.7120503597122302,0.7997663551401869,0.3993840440531693
2200,0.7446808510638298,0.5316334224415655,0.375,0.6197841726618705,0.6929906542056075,0.39589722947776157
2250,0.7486910994764397,0.5311435555614923,0.3978125,0.649136690647482,0.7242990654205608,0.39766245259315913
2300,0.7397959183673469,0.530653861334035,0.41125,0.6678776978417266,0.7446261682242991,0.3925755606807912
2350,0.7437185929648241,0.5308321433207841,0.3834375,0.5639928057553957,0.6179906542056075,0.3947897347310354
2400,0.7475247524752475,0.5316261625402295,0.3671875,0.5183453237410072,0.5635514018691589,0.3974037155622508
2450,0.7536231884057971,0.5251276410029534,0.42875,0.6731654676258992,0.7462616822429906,0.39574836713266054
2500,0.7582938388625592,0.5251130262786098,0.4375,0.6843525179856115,0.758177570093458,0.39818997253354294
2550,0.7546296296296297,0.5230150730480924,0.4246875,0.6749280575539568,0.749766355140187,0.39468267086499564
2600,0.7488584474885844,0.5209556845370975,0.4153125,0.6848201438848921,0.7654205607476635,0.39012206513280356
2650,0.7455357142857143,0.5173942511749869,0.390625,0.6591726618705036,0.7394859813084113,0.38573589261706615
2700,0.7400881057268722,0.5175718498305533,0.3884375,0.6316906474820144,0.7044392523364486,0.38304876991864734
2750,0.7402597402597403,0.5138495721748048,0.39375,0.6829136690647482,0.7693925233644859,0.38038215083069965
2800,0.7288135593220338,0.5140324333539327,0.375,0.6534172661870503,0.7366822429906542,0.3746338073596458
2850,0.7322175732217573,0.5135250332667998,0.3525,0.6106474820143885,0.6878504672897197,0.37601205364723833
2900,0.7355371900826446,0.5124462387405664,0.351875,0.6486330935251798,0.7373831775700934,0.37692326651165625
2950,0.7387755102040816,0.5141388688904888,0.3503125,0.6016906474820144,0.6768691588785046,0.37983320518032027
3000,0.7419354838709677,0.5154395243870916,0.3171875,0.5325539568345323,0.5969626168224299,0.3824228729323583
3050,0.7450199203187251,0.5154954379650325,0.3390625,0.5660071942446043,0.6338785046728972,0.3840543701173748
3100,0.7450980392156863,0.5158158262972024,0.3621875,0.6155755395683453,0.6913551401869159,0.3843333607704645
3150,0.748062015503876,0.5158834586466166,0.365,0.6271942446043165,0.705607476635514,0.3859128198402984
3200,0.7432950191570882,0.5161531978649686,0.3628125,0.6241726618705036,0.7023364485981308,0.3836541010950342
3250,0.7424242424242424,0.5150903764302692,0.371875,0.6494604316546763,0.7324766355140186,0.3824155825012605
3300,0.7453183520599251,0.5154243046345585,0.37875,0.6334172661870504,0.7095794392523365,0.38415519334186193
3350,0.7481481481481481,0.5159161316392045,0.3878125,0.6520503597122302,0.7310747663551402,0.385981698485627
3400,0.7445255474452555,0.5142160124196052,0.3746875,0.6765467625899281,0.766822429906542,0.38284695815182285
3450,0.7419354838709677,0.5134955887357866,0.3675,0.6687769784172661,0.7588785046728972,0.3809805980942933
3500,0.7375886524822695,0.5132148464267436,0.3609375,0.6744604316546763,0.7682242990654206,0.3785414470097967
3550,0.7333333333333333,0.5133640473478966,0.368125,0.6818705035971223,0.7757009345794392,0.3764669680551242
3600,0.7326388888888888,0.5129636914025756,0.339375,0.6741726618705036,0.7742990654205607,0.37581714890952583
3650,0.726027397260274,0.5132917175477998,0.338125,0.646546762589928,0.7387850467289719,0.3726638497264848
3700,0.7263513513513513,0.5134886934249991,0.3028125,0.5641366906474821,0.6422897196261682,0.3729732063728879
3750,0.7308970099667774,0.5147499281992368,0.33125,0.6233812949640288,0.7107476635514018,0.3762291834014356
